id,ax,ay,az
0,-0.5554547905921936,3.44765043258667,8.40843677520752
1,-0.4118026793003082,3.7924153804779053,8.044517517089844
2,-0.363918662071228,3.936067581176758,7.671022415161133
3,-0.4118026793003082,4.1180267333984375,7.307103633880615
4,-0.5650315880775452,4.491522312164307,7.287950038909912
5,-0.5937620401382446,4.548983097076416,7.316680431365967
6,-0.7469909191131592,4.568136692047119,7.594407558441162
7,-0.8810662031173706,4.596867084503174,8.101978302001953
8,-0.727837324142456,4.596867084503174,8.226476669311523
9,-0.6224924325942993,4.76924991607666,8.293514251708984
10,-0.7565677165985107,4.721365928649902,8.580819129943848
11,-0.4692635238170624,5.027823448181152,8.293514251708984
12,-0.4692635238170624,5.056553840637207,8.322244644165039
13,-0.5267243981361389,5.123591423034668,8.130708694458008
14,-0.5363011956214905,5.430049419403076,7.661445617675781
15,-0.33518823981285095,5.525817394256592,7.508216381072998
16,-0.3256114423274994,5.65031623840332,7.230489253997803
17,-0.47884035110473633,5.736507415771484,6.9910688400268555
18,-0.2777273952960968,5.880159378051758,6.962338447570801
19,-0.09576806426048279,5.832275390625,6.6846113204956055
20,-0.43095630407333374,5.746084213256836,6.655880928039551
21,-0.4596867263317108,5.880159378051758,6.636727333068848
22,-0.3734954595565796,5.659893035888672,7.2783732414245605
23,-0.181959331035614,5.602431774139404,7.7763671875
24,-0.23942017555236816,5.525817394256592,8.245630264282227
25,-0.08619125932455063,5.497087001800537,8.437167167663574
26,-0.047884032130241394,5.497087001800537,8.724471092224121
27,-0.09576806426048279,5.4875102043151855,8.877699851989746
28,-0.13407529890537262,5.583278179168701,8.647856712341309
29,-0.28730419278144836,5.51624059677124,8.485051155090332
30,-0.2585737705230713,5.583278179168701,8.293514251708984
31,-0.22026655077934265,5.726930618286133,8.149862289428711
32,-0.19153612852096558,5.698200225830078,8.006210327148438
33,-0.2585737705230713,5.631162166595459,7.795520782470703
34,-0.43095630407333374,5.621585369110107,7.7763671875
35,-0.38307225704193115,5.57370138168335,7.95832633972168
36,-0.38307225704193115,5.564124584197998,8.015787124633789
37,-0.3447650372982025,5.525817394256592,7.996633529663086
38,-0.33518823981285095,5.621585369110107,8.006210327148438
39,-0.07661445438861847,5.631162166595459,8.092401504516602
40,-0.09576806426048279,5.65031623840332,8.034940719604492
41,-0.2298433631658554,5.698200225830078,8.02536392211914
42,-0.181959331035614,5.726930618286133,7.90086555480957
43,-0.181959331035614,5.679046630859375,7.881711959838867
44,-0.35434186458587646,5.803544998168945,7.824251174926758
45,-0.28730419278144836,5.717353820800781,8.02536392211914
46,-0.13407529890537262,5.774814605712891,7.910442352294922
47,0.019153613597154617,5.765237808227539,8.054094314575195
48,-0.1149216815829277,5.612008571624756,8.111555099487305
49,-0.23942017555236816,5.592854976654053,8.121131896972656
50,-0.19153612852096558,5.564124584197998,8.14028549194336
51,-0.22026655077934265,5.564124584197998,8.054094314575195
52,-0.17238251864910126,5.57370138168335,8.169015884399414
