@relation dataset_accelerometer_unlabeled

@attribute ﻿id numeric
@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute timestamp numeric

@data
53,0.565032,1.493982,9.940725,381838193671855
54,0.6608,1.254562,9.988609,381838213752029
55,0.632069,1.254562,10.390836,381838233832205
56,0.02873,-0.392649,9.998186,381838253912379
57,0.047884,-0.325611,9.911995,381838273992554
58,0.153229,-0.306458,10.160992,381838294072729
59,0.076614,-0.316035,10.055647,381838314152904
60,0.038307,-0.287304,10.01734,381838334233079
61,0.02873,-0.363919,9.959879,381838354282736
62,0,-0.325611,10.026917,381838374362911
63,-0.038307,-0.277727,10.026917,381838394443086
64,0.057461,-0.344765,10.01734,381838414523261
65,-0.038307,-0.306458,10.01734,381838434603435
66,-0.009577,-0.277727,10.007763,381838454683610
67,0.009577,-0.325611,9.969456,381838474763785
68,0.019154,-0.316035,9.998186,381838494843960
69,0.02873,-0.277727,9.892841,381838514924135
70,0.02873,-0.335188,9.931149,381838535004309
71,0.095768,-0.344765,10.01734,381838555084484
72,0.038307,-0.344765,10.01734,381838575164659
73,0.047884,-0.335188,9.969456,381838595244834
74,0.047884,-0.316035,10.055647,381838615294491
75,0.02873,-0.306458,9.979033,381838635374666
76,0.067038,-0.354342,9.979033,381838655454841
77,0.067038,-0.277727,10.026917,381838675535016
78,0.057461,-0.277727,9.883265,381838695615191
79,0.019154,-0.248997,9.979033,381838715695365
