-2.142,2.952,8.848,963299515240,PUTDOWN,
-2.166,3.005,8.857,963302626394,PUTDOWN,
-2.185,3.067,8.834,963311469240,PUTDOWN,
-2.201,3.182,8.73,963321469086,PUTDOWN,
-2.188,3.283,8.615,963331452547,PUTDOWN,
-2.222,3.374,8.545,963342622932,PUTDOWN,
-2.307,3.435,8.532,963351855701,PUTDOWN,
-2.326,3.442,8.555,963361387086,PUTDOWN,
-2.251,3.416,8.603,963371473163,PUTDOWN,
-2.198,3.414,8.642,963381405624,PUTDOWN,
-2.236,3.442,8.633,963392653778,PUTDOWN,
-2.334,3.461,8.579,963401459240,PUTDOWN,
-2.378,3.459,8.514,963411472778,PUTDOWN,
-2.13,3.495,8.462,963424630163,PUTDOWN,
-2.002,3.534,8.462,963431184932,PUTDOWN,
-1.798,3.627,8.478,963442382317,PUTDOWN,
-1.728,3.696,8.51,963451375547,PUTDOWN,
-1.771,3.712,8.572,963461139317,PUTDOWN,
-1.867,3.68,8.661,963471284701,PUTDOWN,
-1.924,3.615,8.757,963481102778,PUTDOWN,
-1.919,3.55,8.831,963491339086,PUTDOWN,
-1.919,3.526,8.858,963501131932,PUTDOWN,
-1.976,3.532,8.855,963511172009,PUTDOWN,
-2.065,3.548,8.851,963521126778,PUTDOWN,
-2.135,3.562,8.86,963531141009,PUTDOWN,
-2.161,3.577,8.905,963541533470,PUTDOWN,
-2.127,3.602,9.024,963551392932,PUTDOWN,
-2.071,3.66,9.155,963561130317,PUTDOWN,
-2.043,3.715,9.219,963571314086,PUTDOWN,
-2.037,3.697,9.234,963581123778,PUTDOWN,
-2.035,3.616,9.212,963591359701,PUTDOWN,
-2.05,3.527,9.158,963601141086,PUTDOWN,
-2.106,3.482,9.1,963611335317,PUTDOWN,
-2.178,3.486,9.053,963621151009,PUTDOWN,
-2.214,3.511,9.039,963631163470,PUTDOWN,
-2.201,3.532,9.062,963641186394,PUTDOWN,
-2.159,3.539,9.092,963651654855,PUTDOWN,
-2.096,3.545,9.136,963661097701,PUTDOWN,
-2.035,3.581,9.202,963671122317,PUTDOWN,
-2.011,3.63,9.255,963681210547,PUTDOWN,
-2.032,3.649,9.279,963691986317,PUTDOWN,
-2.102,3.62,9.274,963701086163,PUTDOWN,
-2.218,3.577,9.259,963711312086,PUTDOWN,
-2.338,3.554,9.282,963721097009,PUTDOWN,
-2.425,3.55,9.338,963732167009,PUTDOWN,
-2.461,3.551,9.386,963741108778,PUTDOWN,
-2.423,3.566,9.369,963751185855,PUTDOWN,
-2.3,3.609,9.274,963761245317,PUTDOWN,
-2.144,3.676,9.149,963771500240,PUTDOWN,
-2.039,3.751,9.031,963781386086,PUTDOWN,
-2.012,3.817,8.929,963791444317,PUTDOWN,
-2.031,3.855,8.858,963801534470,PUTDOWN,
-2.042,3.863,8.837,963811788163,PUTDOWN,
-2.036,3.831,8.851,963821665624,PUTDOWN,
-2.038,3.759,8.936,963831745470,PUTDOWN,
-2.05,3.699,9.1,963841824932,PUTDOWN,
-2.056,3.671,9.261,963851113163,PUTDOWN,
-2.027,3.671,9.349,963861951240,PUTDOWN,
-1.948,3.691,9.349,963872042701,PUTDOWN,
-1.85,3.716,9.274,963881137701,PUTDOWN,
-1.774,3.745,9.13,963891336163,PUTDOWN,
-1.771,3.79,8.942,963901276701,PUTDOWN,
-1.878,3.893,8.74,963912323394,PUTDOWN,
-1.969,4.01,8.563,963921440855,PUTDOWN,
-1.92,4.049,8.462,963931623701,PUTDOWN,
-1.828,4.033,8.42,963941560701,PUTDOWN,
-1.835,4.05,8.411,963951637086,PUTDOWN,
-1.938,4.103,8.439,963961707778,PUTDOWN,
-2.011,4.147,8.481,963971910009,PUTDOWN,
-1.997,4.158,8.503,963981839778,PUTDOWN,
-1.93,4.166,8.491,963991934701,PUTDOWN,
-1.823,4.203,8.45,964001983701,PUTDOWN,
-1.698,4.261,8.388,964012225009,PUTDOWN,
-1.614,4.324,8.32,964021111240,PUTDOWN,
-1.601,4.354,8.289,964031113470,PUTDOWN,
-1.61,4.415,8.211,964041106086,PUTDOWN,
-1.62,4.462,8.123,964051110240,PUTDOWN,
-1.643,4.482,8.05,964061107778,PUTDOWN,
-1.724,4.495,8.022,964071113624,PUTDOWN,
-1.859,4.507,8.048,964081081701,PUTDOWN,
-1.989,4.512,8.136,964091117547,PUTDOWN,
-2.059,4.527,8.248,964101082317,PUTDOWN,
-2.061,4.565,8.348,964111119855,PUTDOWN,
-2.024,4.616,8.443,964121096317,PUTDOWN,
-1.981,4.68,8.53,964131129701,PUTDOWN,
-1.972,4.731,8.594,964141098317,PUTDOWN,
-1.998,4.722,8.616,964151116932,PUTDOWN,
-2.017,4.678,8.591,964161088009,PUTDOWN,
-2.032,4.661,8.539,964171117701,PUTDOWN,
-2.068,4.68,8.475,964181092317,PUTDOWN,
-2.092,4.717,8.391,964191111009,PUTDOWN,
-2.054,4.747,8.273,964201082547,PUTDOWN,
-1.945,4.746,8.151,964211097240,PUTDOWN,
-1.825,4.735,8.077,964221108086,PUTDOWN,
-1.767,4.746,8.055,964231096394,PUTDOWN,
-1.779,4.763,8.05,964241105394,PUTDOWN,
-1.822,4.759,8.041,964251103624,PUTDOWN,
-1.87,4.746,8.028,964261095317,PUTDOWN,
-1.905,4.729,7.996,964271103855,PUTDOWN,
-1.889,4.681,7.89,964281074009,PUTDOWN,
-1.823,4.588,7.68,964291108009,PUTDOWN,
-1.818,4.5,7.46,964301081932,PUTDOWN,
-1.972,4.465,7.284,964311110394,PUTDOWN,
-2.263,4.474,7.106,964321090163,PUTDOWN,
-2.551,4.462,6.771,964331093778,PUTDOWN,
-2.59,4.263,6.213,964341091547,PUTDOWN,
-2.403,3.779,5.744,964351106240,PUTDOWN,
-2.43,3.261,5.551,964361074624,PUTDOWN,
-2.815,2.926,5.557,964371095547,PUTDOWN,
-3.354,2.539,5.721,964381129778,PUTDOWN,
-3.936,1.591,5.989,964391104778,PUTDOWN,
-4.325,0.238,6.425,964401081547,PUTDOWN,
-4.307,-0.645,7.481,964411099778,PUTDOWN,
-3.959,-0.787,9.282,964421118009,PUTDOWN,
-3.475,-0.469,11.408,964431102624,PUTDOWN,
-3.07,0.103,13.77,964441098317,PUTDOWN,
-2.551,0.55,16.535,964451150086,PUTDOWN,
-1.315,0.441,18.868,964461105240,PUTDOWN,
0.413,-0.213,18.548,964471105470,PUTDOWN,
1.293,-0.787,14.786,964481072855,PUTDOWN,
0.691,-0.987,9.954,964491109547,PUTDOWN,
-0.347,-1.181,6.238,964501081470,PUTDOWN,
-0.875,-1.304,4.44,964511105240,PUTDOWN,
-1.091,-1.018,4.599,964521096855,PUTDOWN,
-1.096,-0.421,5.676,964531098240,PUTDOWN,
-0.688,-0.07,7.026,964541145701,PUTDOWN,
0.048,-0.064,8.377,964551115855,PUTDOWN,
1.002,-0.033,9.204,964561071701,PUTDOWN,
2.26,-0.028,9.484,964571103317,PUTDOWN,
3.678,-0.263,9.519,964581086317,PUTDOWN,
4.872,-0.661,9.223,964591106701,PUTDOWN,
5.632,-0.92,8.751,964601075624,PUTDOWN,
5.772,-0.798,8.38,964611105317,PUTDOWN,
5.273,-0.471,7.908,964621091778,PUTDOWN,
4.418,-0.232,6.978,964631137932,PUTDOWN,
2.796,0.27,5.517,964641095009,PUTDOWN,
-0.053,1.588,4.11,964651095701,PUTDOWN,
-1.493,2.368,3.302,964661312086,PUTDOWN,
0.648,1.189,2.971,964671102471,PUTDOWN,
3.58,-0.164,3.495,964681084317,PUTDOWN,
4.889,-0.33,4.831,964691114701,PUTDOWN,
4.913,-0.216,5.688,964701079163,PUTDOWN,
4.171,-0.363,5.327,964711105317,PUTDOWN,
3.141,-0.706,4.067,964721095086,PUTDOWN,
2.403,-1.158,2.61,964731095778,PUTDOWN,
2.066,-1.737,1.561,964741087701,PUTDOWN,
1.753,-2.536,0.891,964751110932,PUTDOWN,
1.527,-3.375,0.249,964761073471,PUTDOWN,
1.692,-3.992,-0.508,964771107932,PUTDOWN,
2.465,-4.409,-1.453,964781076855,PUTDOWN,
3.845,-4.707,-2.448,964791125163,PUTDOWN,
5.515,-4.929,-2.873,964801076932,PUTDOWN,
7.208,-5.095,-2.253,964811094701,PUTDOWN,
8.623,-5.181,-0.971,964821090086,PUTDOWN,
9.653,-5.268,0.143,964831110855,PUTDOWN,
10.605,-5.369,0.685,964841088086,PUTDOWN,
11.715,-5.29,0.773,964851108163,PUTDOWN,
13.031,-4.865,0.301,964861077240,PUTDOWN,
14.613,-4.124,-0.896,964871105701,PUTDOWN,
16.355,-3.289,-2.377,964881113163,PUTDOWN,
17.823,-2.603,-3.404,964891111240,PUTDOWN,
18.638,-2.105,-3.421,964901083932,PUTDOWN,
18.754,-1.625,-2.296,964911537240,PUTDOWN,
18.754,-1.1,-0.535,964921090855,PUTDOWN,
18.709,-0.694,1.044,964931108240,PUTDOWN,
18.51,-0.417,1.802,964941100394,PUTDOWN,
18.06,-0.21,1.601,964951116009,PUTDOWN,
17.453,-0.14,0.72,964961086778,PUTDOWN,
16.8,-0.172,-0.413,964971099009,PUTDOWN,
16.095,-0.229,-1.426,964981179932,PUTDOWN,
15.669,-0.275,-1.824,964991120240,PUTDOWN,
14.598,-0.45,-2.35,965001073394,PUTDOWN,
13.39,-0.766,-2.525,965011107547,PUTDOWN,
11.926,-1.52,-2.296,965021454778,PUTDOWN,
11.565,-1.776,-2.169,965031102471,PUTDOWN,
10.959,-2.183,-1.977,965041092932,PUTDOWN,
10.518,-2.469,-2.329,965051106855,PUTDOWN,
9.944,-2.746,-5.282,965061742163,PUTDOWN,
9.605,-2.786,-6.082,965071117317,PUTDOWN,
8.8,-2.988,-5.8,965081075547,PUTDOWN,
8.302,-3.575,-3.489,965091106009,PUTDOWN,
8.291,-4.345,-0.685,965101081701,PUTDOWN,
8.467,-4.936,1.167,965111115855,PUTDOWN,
8.52,-5.129,1.619,965121089701,PUTDOWN,
8.459,-4.969,1.127,965131143086,PUTDOWN,
8.343,-4.709,0.282,965141382394,PUTDOWN,
8.037,-4.56,-0.46,965151240317,PUTDOWN,
7.73,-4.57,-0.798,965161320701,PUTDOWN,
7.728,-4.675,-0.562,965171393471,PUTDOWN,
7.983,-4.765,0.054,965181651932,PUTDOWN,
8.341,-4.842,0.641,965191530932,PUTDOWN,
8.525,-4.969,0.936,965201600317,PUTDOWN,
8.269,-5.09,0.914,965211668009,PUTDOWN,
7.799,-5.204,0.843,965221938009,PUTDOWN,
7.526,-5.352,0.945,965232164471,PUTDOWN,
7.443,-5.511,1.131,965241942701,PUTDOWN,
7.369,-5.702,1.322,965252047701,PUTDOWN,
7.301,-6.089,1.514,965261257163,PUTDOWN,
7.176,-6.639,1.61,965271192624,PUTDOWN,
6.688,-6.993,1.77,965281249163,PUTDOWN,
5.973,-6.974,2.096,965291329932,PUTDOWN,
5.538,-6.865,2.161,965301547855,PUTDOWN,
5.496,-6.958,1.697,965311463547,PUTDOWN,
5.765,-7.073,1.15,965321534778,PUTDOWN,
6.255,-7.02,0.908,965331609317,PUTDOWN,
6.765,-6.893,0.953,965341820624,PUTDOWN,
7.42,-7.24,1.162,965351788086,PUTDOWN,
8.176,-8.119,1.297,965361821932,PUTDOWN,
8.494,-8.61,1.155,965371913240,PUTDOWN,
8.147,-8.341,0.687,965382104701,PUTDOWN,
7.514,-7.798,0.122,965392078240,PUTDOWN,
7.295,-7.526,-0.013,965401085624,PUTDOWN,
7.615,-7.473,0.541,965411123009,PUTDOWN,
7.961,-7.394,1.395,965421105701,PUTDOWN,
8.167,-7.248,1.868,965431130086,PUTDOWN,
8.054,-6.592,1.96,965441097240,PUTDOWN,
7.433,-5.504,1.953,965451133240,PUTDOWN,
6.623,-4.739,1.696,965461093317,PUTDOWN,
5.767,-4.481,1.364,965471141471,PUTDOWN,
4.804,-4.571,1.363,965481078394,PUTDOWN,
3.847,-4.849,1.652,965491146086,PUTDOWN,
3.038,-5.281,1.81,965501090778,PUTDOWN,
2.456,-5.829,1.631,965511136701,PUTDOWN,
2.57,-5.993,1.315,965521092778,PUTDOWN,
3.311,-5.53,1.084,965531117394,PUTDOWN,
3.724,-4.899,0.961,965541120240,PUTDOWN,
3.444,-4.494,0.884,965551149855,PUTDOWN,
2.872,-4.459,0.811,965561072624,PUTDOWN,
2.443,-4.705,0.764,965571111778,PUTDOWN,
2.357,-5.075,0.824,965581083009,PUTDOWN,
2.262,-5.36,1.027,965591118394,PUTDOWN,
1.486,-5.338,1.225,965601067701,PUTDOWN,
-0.041,-4.941,1.224,965611113240,PUTDOWN,
-1.438,-4.544,1.125,965621090932,PUTDOWN,
-1.693,-4.759,1.197,965631140317,PUTDOWN,
0.769,-8.334,1.905,965641091701,PUTDOWN,
5.93,-15.402,3.217,965651113701,PUTDOWN,
9.252,19.335,3.598,965661069471,PUTDOWN,
7.852,19.335,2.452,965671122086,PUTDOWN,
4.417,19.335,0.694,965681068317,PUTDOWN,
2.258,-17.121,-0.859,965691126624,PUTDOWN,
1.942,-11.392,-1.667,965701070778,PUTDOWN,
2.238,-6.233,-1.583,965711117240,PUTDOWN,
1.216,-3.998,-0.092,965727822317,PUTDOWN,
0.382,-4.669,0.533,965731355855,PUTDOWN,
-1.305,-7.322,1.663,965741323394,PUTDOWN,
-2.229,-10.332,2.469,965751741855,PUTDOWN,
-2.159,-12.165,2.693,965761437932,PUTDOWN,
-1.3,-12.26,2.193,965771348855,PUTDOWN,
-0.092,-11.265,1.22,965781310086,PUTDOWN,
